Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Fully specified name:fr,Short name:fr,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:900


78309b7b-ec3a-4b1e-9a77-ff3c1d9f63a0,,,Diabetes"," Last Visit Date,Date of last Visit,,,,,Misc,Date,,,,,,,,,,,
cc911aa5-305b-4a0e-a5a6-e0e18b616678,,,Diabetes"," Previous Followup Location,Previous Followup Location,,,,,Misc,Text,,,,,,,,,,,

66a317ef-14d3-42cb-b39b-96b1aa97599b,,,No Previous Diagnosis,,,,,,Misc,N/A,,,,,,,,,,,
f9fb3639-19c5-40db-a386-77acad846a12,,,Confirmed Elsewhere,,,,,,Misc,N/A,,,,,,,,,,,
adf57537-2206-454e-bd27-e395b52ce6f9,,,Diabetes"," Diagnosis Confirmed,Diagnosis Confirmed,,,,,Misc,Coded,,No Previous Diagnosis;Confirmed Elsewhere,,,,,,,,,

2a146ebe-cb09-4538-ada4-16c0ffa68329,,,Type 1 DM,,,,,,Misc,N/A,,,,,,,,,,,
83539fb2-1dc1-4522-926f-73fc3aeea3c0,,,Type 2 DM,,,,,,Misc,N/A,,,,,,,,,,,
128ee904-ceb5-4795-82ee-9ed2d550d174,,,Diabetes"," Diabetes Type,Diabetes Type,,,,,Diagnosis,Coded,,Type 1 DM;Type 2 DM,,,,,,,,,

97bdf0dc-fbc9-48dc-9386-4bf46f1b47e9,,,Diabetes"," Last known A1C Date,Last known A1C Date,,,,,Misc,Date,,,,,,,,,,,
8f576e2d-3bd9-46d0-b8ea-e00b7a80a908,,,Diabetes"," Last known A1C Result,Last known A1C Result,,,,,Misc,Text,,,,,,,,,,,
8f576e2d-3bd9-46d0-b8ea-e00b7a80a908,,,Diabetes"," Last Known Fasting Blood Sugar,Last Known Fasting Blood Sugar,,,,,Misc,Date,,,,,,,,,,,

40f41c35-3634-459a-8016-eac973e84270,,,Diabetes"," Diagnosis Details,Diagnosis details,,,,,Misc,,,,Diabetes"," Last Visit Date;Diabetes"," Previous Followup Location;Diabetes"," Diagnosis Confirmed;Diabetes"," Diabetes Type;Diabetes"," Last known A1C Date;Diabetes","Diabetes"," Last known A1C Result;Diabetes"," Last Known Fasting Blood Sugar,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,

212ffc94-4e15-11e4-8a57-0800271c1b75,,,Polyuria,,,,,,Misc,N/A,,,,,,,,,,,
40476852-8e38-4461-8ed6-08ac3c28f1d4,,,Blurred Vision,,,,,,Misc,N/A,,,,,,,,,,,
044252c0-115c-42e4-96ed-02207c699d7b,,,Polydypsia,,,,,,Misc,N/A,,,,,,,,,,,
20b7d029-4e15-11e4-8a57-0800271c1b75,,,Nocturia,,,,,,Misc,N/A,,,,,,,,,,,
1fc47a4b-e35d-4f89-953e-52c4c6a69eb5,,,Weight loss,,,,,,Misc,N/A,,,,,,,,,,,
4a3ad231-b335-4731-9b04-7bf77143ef05,,,Diabetes"," Suspicion,If new patient / suspicion,,,,,Diagnosis,Coded,,Polyuria;Blurred Vision;Polydypsia;Nocturia;Weight loss,,,,,,,,,

8961717d-b30d-46b1-b917-ff5a463fcb51,,,Hypertension,,,,,,Misc,N/A,,,,,,,,,,,
46efad8c-dbed-4ba5-bf4f-53fc8c1a2a10,,,Hyperlipidemia,,,,,,Misc,N/A,,,,,,,,,,,
825e7c2e-304e-43bc-b138-e1c4bfe70b54,,,Coronary DZ,,,,,,Misc,N/A,,,,,,,,,,,
ce668b6d-3141-487e-bd0f-090b4484eba4,,,Obesity,,,,,,Misc,N/A,,,,,,,,,,,
c1935955-b2a5-47c2-8e78-1c9a44aeed54,,,Heart failure,,,,,,Misc,N/A,,,,,,,,,,,
5e515737-3d71-45b4-b217-383eee067ee3,,,CKD,,,,,,Misc,N/A,,,,,,,,,,,
eeca97c4-c3e2-4430-85a5-a6ee9f577292,,,Diabetes"," Cormorbidities,Cormorbidities,,,,,Diagnosis,Coded,,Hypertension;Hyperlipidemia;Coronary DZ;Obesity;Heart failure;CKD,,,,,,,,,

5ea42483-cdcf-4cd9-a58a-da9e43fe583a,,,Diabetes"," Family History of Diabetes,Family History of Diabetes,,,,,Misc,Boolean,,,,,,,,,,,
4d194e77-b401-472e-87b5-18a353a68700,,,Diabetes"," Details Of Family History Of Diabetes,Details Of Family History Of Diabetes,,,,,Misc,Text,,,,,,,,,,,

d3efedfd-f853-4b39-ad80-18cc7eb78f02,,,Diabetes"," Diagnostic Clues,Diagnostic clues,,,,,Misc,N/A,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,

35a646eb-ea4c-41db-be25-d458773d341c,,,Diabetes"," A1C,A1C,,,,,Misc,Text,,,,,,,,,,,
d45ca3af-097d-4020-9380-379197fda8ba,,,Diabetes"," Fasting Glucose,Fasting Glucose,,,,,Misc,Text,,,,,,,,,,,
67140138-28af-43c1-bbce-d6a7fcdb18a4,,,Diabetes"," Lipid Panel,Lipid Panel,,,,,Misc,Text,,,,,,,,,,,

5d56d845-9e68-4636-9f78-d39165a3cbd5,,,Diabetes"," Past Diagnosis,Past Diagnosis,,,,,Misc,N/A,,,Diabetes"," A1C;Diabetes"," Fasting Glucose;Diabetes"," Lipid Panel,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,

a08c40a1-afc1-4a09-b162-654166d43ee3,,,None / Sedentary,,,,,,Misc,N/A,,,,,,,,,,,
f9507238-0a22-4e77-8570-1be88266d1f2,,,Standing at work,,,,,,Misc,N/A,,,,,,,,,,,
7d7236ef-54fd-43cd-a286-6db4f81b844c,,,Labor for work,,,,,,Misc,N/A,,,,,,,,,,,
1ab6bb8f-9153-4a62-ac9d-dfcc56131bf2,,,Cardio exercise,,,,,,Misc,N/A,,,,,,,,,,,
c1935955-b2a5-47c2-8e78-1c9a44aeed54,,,Heart failure,,,,,,Misc,N/A,,,,,,,,,,,
dadea155-7949-4fa9-807d-e39e25ec4ca4,,,Sports,,,,,,Misc,N/A,,,,,,,,,,,
1bd46505-819d-48be-859c-79a8ba45c410,,,Diabetes"," Exercise,Exercise,,,,,Misc,Coded,,None / Sedentary;Standing at work;Labor for work;Cardio exercise;Heart failure;Sports,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,

36a7515e-beb9-4bbd-8caf-84ac05c958c6,,,Diabetes"," Smoking History,Smoking history,,,,,Misc,Boolean,,,,,,,,,,,
55dcaaa9-42a2-4081-9af0-14e52c0fc3bb,,,Diabetes"," Packs Per Day,Packs per day,,,,,Misc,Numeric,,,,true,,,,,,,
410996a5-fb31-4919-a7fa-b27f3a36705e,,,Diabetes"," Number Of Years,Number of years,,,,,Misc,Numeric,,,,true,,,,,,,
01372ecb-c854-4424-9295-f16540a3a9ef,,,Diabetes"," Alcohol Abuse,Alcohol Abuse,,,,,Misc,Boolean,,,,,,,,,,,
a069aeae-eb7c-451d-8fd6-b68893d73df7,,,Diabetes"," Details Of Alcohol Abuse,Details Of Alcohol Abuse,,,,,Misc,Text,,,,,,,,,,,
